Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"TNF","Tumor Necrosis Factor","Protein Coding","P01375","65","GC06P181893","1.57358074188232","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNF"
"ACP1","Acid Phosphatase 1","Protein Coding","P24666","55","GC02P001239","1.57358074188232","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACP1"
"CLIC1","Chloride Intracellular Channel 1","Protein Coding","O00299","55","GC06M106487","1.57358074188232","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLIC1"
"CAPZB","Capping Actin Protein Of Muscle Z-Line Subunit Beta","Protein Coding","P47756","51","GC01M022704","1.57358074188232","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPZB"
"MEMO1","Mediator Of Cell Motility 1","Protein Coding","Q9Y316","47","GC02M031865","1.54953193664551","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEMO1"
"PKLR","Pyruvate Kinase L/R","Protein Coding","P30613","60","GC01M155289","1.52008783817291","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKLR"
"CANT1","Calcium Activated Nucleotidase 1","Protein Coding","Q8WVQ1","57","GC17M098152","1.52008783817291","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CANT1"
"CXCL2","C-X-C Motif Chemokine Ligand 2","Protein Coding","P19875","54","GC04M074097","1.52008783817291","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL2"
"FMC1","Formation Of Mitochondrial Complex V Assembly Factor 1 Homolog","Protein Coding","Q96HJ9","42","GC07P165702","1.51073169708252","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FMC1"
"TRP-AGG2-5","TRNA-Pro (Anticodon AGG) 2-5","RNA Gene","","18","GC14M028662","1.50677037239075","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRP-AGG2-5"
"NFKB1","Nuclear Factor Kappa B Subunit 1","Protein Coding","P19838","66","GC04P102501","1.48296403884888","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFKB1"
"KRT8","Keratin 8","Protein Coding","P05787","60","GC12M052897","1.48296403884888","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT8"
"KRT18","Keratin 18","Protein Coding","P05783","62","GC12P052948","1.45814323425293","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT18"
"KRT5","Keratin 5","Protein Coding","P13647","58","GC12M052514","1.45814323425293","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT5"
"OCLN","Occludin","Protein Coding","Q16625","58","GC05P069492","1.45037448406219","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OCLN"
"SLC5A6","Solute Carrier Family 5 Member 6","Protein Coding","Q9Y289","57","GC02M027201","1.45037448406219","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC5A6"
"LBP","Lipopolysaccharide Binding Protein","Protein Coding","P18428","56","GC20P038346","1.45037448406219","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LBP"
"ERN1","Endoplasmic Reticulum To Nucleus Signaling 1","Protein Coding","O75460","60","GC17M064039","1.43216609954834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERN1"
"CIRBP","Cold Inducible RNA Binding Protein","Protein Coding","Q14011","50","GC19P001259","1.43216609954834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIRBP"
"TRV-CAC1-2","TRNA-Val (Anticodon CAC) 1-2","RNA Gene","","7","GC05P181097","1.40485429763794","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRV-CAC1-2"
"DHX30","DExH-Box Helicase 30","Protein Coding","Q7L2E3","53","GC03P047802","1.39855170249939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHX30"
"RGS14","Regulator Of G Protein Signaling 14","Protein Coding","O43566","52","GC05P177357","1.39855170249939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RGS14"
"EIF2AK2","Eukaryotic Translation Initiation Factor 2 Alpha Kinase 2","Protein Coding","P19525","62","GC02M037099","1.38719367980957","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2AK2"
"JUN","Jun Proto-Oncogene, AP-1 Transcription Factor Subunit","Protein Coding","P05412","62","GC01M058780","1.34523332118988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JUN"
"PDHX","Pyruvate Dehydrogenase Complex Component X","Protein Coding","O00330","59","GC11P034894","1.34523332118988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDHX"
"UQCRB","Ubiquinol-Cytochrome C Reductase Binding Protein","Protein Coding","P14927","57","GC08M096225","1.34523332118988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UQCRB"
"PCAT1","Prostate Cancer Associated Transcript 1","RNA Gene","","26","GC08P126553","1.34523332118988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCAT1"
"BAX","BCL2 Associated X, Apoptosis Regulator","Protein Coding","Q07812","64","GC19P048954","1.31220197677612","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAX"
"CALR","Calreticulin","Protein Coding","P27797","64","GC19P012938","1.31220197677612","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALR"
"EGF","Epidermal Growth Factor","Protein Coding","P01133","64","GC04P109912","1.31220197677612","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGF"
"TLR4","Toll Like Receptor 4","Protein Coding","O00206","64","GC09P117704","1.31220197677612","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR4"
"CAPN2","Calpain 2","Protein Coding","P17655","60","GC01P223701","1.31220197677612","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPN2"
"E2F1","E2F Transcription Factor 1","Protein Coding","Q01094","57","GC20M033675","1.31220197677612","https://www.genecards.org/cgi-bin/carddisp.pl?gene=E2F1"
"SOCS2","Suppressor Of Cytokine Signaling 2","Protein Coding","O14508","56","GC12P093569","1.31220197677612","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOCS2"
"MYLK3","Myosin Light Chain Kinase 3","Protein Coding","Q32MK0","53","GC16M051463","1.31220197677612","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYLK3"
"MIR34C","MicroRNA 34c","RNA Gene","","30","GC11P113442","1.31220197677612","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR34C"
"CDH2","Cadherin 2","Protein Coding","P19022","64","GC18M038314","1.28207159042358","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH2"
"IL2","Interleukin 2","Protein Coding","P60568","58","GC04M122451","1.28207159042358","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL2"
"TJP1","Tight Junction Protein 1","Protein Coding","Q07157","58","GC15M029699","1.28207159042358","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TJP1"
"TLR2","Toll Like Receptor 2","Protein Coding","O60603","65","GC04P153684","1.27628242969513","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR2"
"UCHL1","Ubiquitin C-Terminal Hydrolase L1","Protein Coding","P09936","65","GC04P041256","1.27628242969513","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCHL1"
"MAPT","Microtubule Associated Protein Tau","Protein Coding","P10636","62","GC17P045894","1.27628242969513","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPT"
"MIR18A","MicroRNA 18a","RNA Gene","","28","GC13P091750","1.27628242969513","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR18A"
"MIR541","MicroRNA 541","RNA Gene","","27","GC14P121388","1.27628242969513","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR541"
"PGR-AS1","PGR Antisense RNA 1","RNA Gene","","20","GC11P108894","1.27628242969513","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGR-AS1"
"SNORD7","Small Nucleolar RNA, C/D Box 7","RNA Gene","","19","GC17P035573","1.27628242969513","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD7"
"HTRA1","HtrA Serine Peptidase 1","Protein Coding","Q92743","57","GC10P125997","1.26398730278015","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTRA1"
"EGFR","Epidermal Growth Factor Receptor","Protein Coding","P00533","68","GC07P055019","1.23655152320862","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGFR"
"SERPINC1","Serpin Family C Member 1","Protein Coding","P01008","62","GC01M175158","1.23655152320862","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINC1"
"F2R","Coagulation Factor II Thrombin Receptor","Protein Coding","P25116","58","GC05P076716","1.23655152320862","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F2R"
"MTA1","Metastasis Associated 1","Protein Coding","Q13330","54","GC14P105419","1.23655152320862","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTA1"
"H19","H19 Imprinted Maternally Expressed Transcript","RNA Gene","","37","GC11M001995","1.23655152320862","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H19"
"PCAT2","Prostate Cancer Associated Transcript 2","RNA Gene","","24","GC08M127072","1.23655152320862","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCAT2"
"PWAR4","Prader Willi/Angelman Region RNA 4","RNA Gene","","17","GC15P025211","1.23655152320862","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PWAR4"
"TRX-CAT1-2","TRNA-IMet (Anticodon CAT) 1-2","RNA Gene","","15","GC06P190492","1.23655152320862","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRX-CAT1-2"
"DNAJB1P1","DNAJB1 Pseudogene 1","Pseudogene","","11","GC02M191879","1.23655152320862","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJB1P1"
"BDNF","Brain Derived Neurotrophic Factor","Protein Coding","P23560","62","GC11M027654","1.19145488739014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BDNF"
"GDNF","Glial Cell Derived Neurotrophic Factor","Protein Coding","P39905","62","GC05M037812","1.19145488739014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDNF"
"IL1RN","Interleukin 1 Receptor Antagonist","Protein Coding","P18510","62","GC02P154111","1.19145488739014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1RN"
"XRN2","5'-3' Exoribonuclease 2","Protein Coding","Q9H0D6","53","GC20P021303","1.19145488739014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XRN2"
"SAFB","Scaffold Attachment Factor B","Protein Coding","Q15424","52","GC19P005623","1.19145488739014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAFB"
"NELL1","Neural EGFL Like 1","Protein Coding","Q92832","51","GC11P020669","1.19145488739014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NELL1"
"HNF1A-AS1","HNF1A Antisense RNA 1","RNA Gene","","28","GC12M124665","1.19145488739014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNF1A-AS1"
"MYD88","MYD88 Innate Immune Signal Transduction Adaptor","Protein Coding","Q99836","62","GC03P038501","1.13796198368073","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYD88"
"PLCG1","Phospholipase C Gamma 1","Protein Coding","P19174","62","GC20P041136","1.13796198368073","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLCG1"
"ALB","Albumin","Protein Coding","P02768","61","GC04P073397","1.13796198368073","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALB"
"YAP1","Yes1 Associated Transcriptional Regulator","Protein Coding","P46937","61","GC11P102110","1.13796198368073","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YAP1"
"UBE2D1","Ubiquitin Conjugating Enzyme E2 D1","Protein Coding","P51668","56","GC10P058334","1.13796198368073","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2D1"
"UBE2D2","Ubiquitin Conjugating Enzyme E2 D2","Protein Coding","P62837","55","GC05P139526","1.13796198368073","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2D2"
"WWTR1","WW Domain Containing Transcription Regulator 1","Protein Coding","Q9GZV5","50","GC03M149517","1.13796198368073","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WWTR1"
"BCYRN1","Brain Cytoplasmic RNA 1","RNA Gene","","28","GC02P047253","1.13796198368073","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCYRN1"
"MIR494","MicroRNA 494","RNA Gene","","26","GC14P121384","1.13796198368073","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR494"
"CRMA","Cardiomyocyte Maturation Associated LncRNA","RNA Gene","","22","GC20M062909","1.13796198368073","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRMA"
"RAB6B","RAB6B, Member RAS Oncogene Family","Protein Coding","Q9NRW1","48","GC03M133824","1.09568452835083","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB6B"
"DDX19A","DEAD-Box Helicase 19A","Protein Coding","Q9NUU7","40","GC16P070346","1.09568452835083","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX19A"
"CHEK2","Checkpoint Kinase 2","Protein Coding","O96017","67","GC22M028687","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHEK2"
"STAT3","Signal Transducer And Activator Of Transcription 3","Protein Coding","P40763","67","GC17M042313","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT3"
"CHEK1","Checkpoint Kinase 1","Protein Coding","O14757","65","GC11P125625","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHEK1"
"ATP2A2","ATPase Sarcoplasmic/Endoplasmic Reticulum Ca2+ Transporting 2","Protein Coding","P16615","64","GC12P110280","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP2A2"
"RELA","RELA Proto-Oncogene, NF-KB Subunit","Protein Coding","Q04206","64","GC11M065653","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RELA"
"CD247","CD247 Molecule","Protein Coding","P20963","62","GC01M167425","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD247"
"GUSB","Glucuronidase Beta","Protein Coding","P08236","62","GC07M065960","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GUSB"
"TNFAIP3","TNF Alpha Induced Protein 3","Protein Coding","P21580","62","GC06P137866","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFAIP3"
"FASLG","Fas Ligand","Protein Coding","P48023","61","GC01P172659","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FASLG"
"ADORA1","Adenosine A1 Receptor","Protein Coding","P30542","60","GC01P203090","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADORA1"
"POU5F1","POU Class 5 Homeobox 1","Protein Coding","Q01860","60","GC06M106430","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POU5F1"
"ADORA2A","Adenosine A2a Receptor","Protein Coding","P29274","59","GC22P024417","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADORA2A"
"CRAT","Carnitine O-Acetyltransferase","Protein Coding","P43155","59","GC09M129094","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRAT"
"UBE2N","Ubiquitin Conjugating Enzyme E2 N","Protein Coding","P61088","59","GC12M093406","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2N"
"HBB","Hemoglobin Subunit Beta","Protein Coding","P68871","58","GC11M015235","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBB"
"CXCL8","C-X-C Motif Chemokine Ligand 8","Protein Coding","P10145","57","GC04P073740","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL8"
"FGF4","Fibroblast Growth Factor 4","Protein Coding","P08620","57","GC11M139942","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF4"
"MAP3K11","Mitogen-Activated Protein Kinase Kinase Kinase 11","Protein Coding","Q16584","57","GC11M139781","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K11"
"NR2C2","Nuclear Receptor Subfamily 2 Group C Member 2","Protein Coding","P49116","57","GC03P014947","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR2C2"
"NFATC4","Nuclear Factor Of Activated T Cells 4","Protein Coding","Q14934","55","GC14P024365","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFATC4"
"RPS14","Ribosomal Protein S14","Protein Coding","P62263","55","GC05M150443","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS14"
"TPSAB1","Tryptase Alpha/Beta 1","Protein Coding","Q15661","55","GC16P120124","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPSAB1"
"TREH","Trehalase","Protein Coding","O43280","55","GC11M118657","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TREH"
"UBE2D3","Ubiquitin Conjugating Enzyme E2 D3","Protein Coding","P61077","55","GC04M102794","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2D3"
"DGKQ","Diacylglycerol Kinase Theta","Protein Coding","P52824","54","GC04M000958","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGKQ"
"EFNA2","Ephrin A2","Protein Coding","O43921","54","GC19P151397","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFNA2"
"UBE2D4","Ubiquitin Conjugating Enzyme E2 D4","Protein Coding","Q9Y2X8","47","GC07P043926","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2D4"
"UBE2W","Ubiquitin Conjugating Enzyme E2 W","Protein Coding","Q96B02","46","GC08M073780","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2W"
"MAP3K21","Mitogen-Activated Protein Kinase Kinase Kinase 21","Protein Coding","Q5TCX8","42","GC01P233567","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K21"
"MIR29A","MicroRNA 29a","RNA Gene","","31","GC07M130876","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR29A"
"MIR135B","MicroRNA 135b","RNA Gene","","30","GC01M205448","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR135B"
"MIR221","MicroRNA 221","RNA Gene","","29","GC0XM045746","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR221"
"MIR186","MicroRNA 186","RNA Gene","","28","GC01M071067","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR186"
"MIR193A","MicroRNA 193a","RNA Gene","","28","GC17P031559","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR193A"
"MIR296","MicroRNA 296","RNA Gene","","25","GC20M058817","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR296"
"RNY1","RNA, Ro60-Associated Y1","RNA Gene","","24","GC07M148987","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNY1"
"RNY3","RNA, Ro60-Associated Y3","RNA Gene","","24","GC07P165919","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNY3"
"MAILR","Macrophage Interferon Regulatory LncRNA","RNA Gene","","18","GC08P102863","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAILR"
"RNU1-4","RNA, U1 Small Nuclear 4","RNA Gene","","14","GC01P016740","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU1-4"
"MIR4458","MicroRNA 4458","RNA Gene","","11","GC05P008460","1.0682487487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4458"
"APP","Amyloid Beta Precursor Protein","Protein Coding","P05067","63","GC21M025880","0.899945855140686","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APP"
"CCL27","C-C Motif Chemokine Ligand 27","Protein Coding","Q9Y4X3","47","GC09M035856","0.899945855140686","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL27"
"DMRT2","Doublesex And Mab-3 Related Transcription Factor 2","Protein Coding","Q9Y5R5","45","GC09P001629","0.899945855140686","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DMRT2"
"MAPK10","Mitogen-Activated Protein Kinase 10","Protein Coding","P53779","60","GC04M085990","0.877013087272644","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK10"
"LCN2","Lipocalin 2","Protein Coding","P80188","58","GC09P128149","0.877013087272644","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCN2"
"DUSP1","Dual Specificity Phosphatase 1","Protein Coding","P28562","59","GC05M172768","0.858158111572266","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP1"
